name,command
ozoneconcentrationmeasurement,read-by-id
ozoneconcentrationmeasurement,read
ozoneconcentrationmeasurement,write-by-id
ozoneconcentrationmeasurement,force-write
ozoneconcentrationmeasurement,subscribe-by-id
ozoneconcentrationmeasurement,subscribe
ozoneconcentrationmeasurement,read-event-by-id
ozoneconcentrationmeasurement,subscribe-event-by-id
pm10concentrationmeasurement,command-by-id
pm10concentrationmeasurement,read-by-id
pm10concentrationmeasurement,read
pm10concentrationmeasurement,write-by-id
pm10concentrationmeasurement,force-write
pm10concentrationmeasurement,subscribe-by-id
pm10concentrationmeasurement,subscribe
pm10concentrationmeasurement,read-event-by-id
pm10concentrationmeasurement,subscribe-event-by-id
pm1concentrationmeasurement,command-by-id
pm1concentrationmeasurement,read-by-id
pm1concentrationmeasurement,read
pm1concentrationmeasurement,write-by-id
pm1concentrationmeasurement,force-write
pm1concentrationmeasurement,subscribe-by-id
pm1concentrationmeasurement,subscribe
pm1concentrationmeasurement,read-event-by-id
pm1concentrationmeasurement,subscribe-event-by-id
pm25concentrationmeasurement,command-by-id
pm25concentrationmeasurement,read-by-id
pm25concentrationmeasurement,read
pm25concentrationmeasurement,write-by-id
pm25concentrationmeasurement,force-write
pm25concentrationmeasurement,subscribe-by-id
pm25concentrationmeasurement,subscribe
pm25concentrationmeasurement,read-event-by-id
pm25concentrationmeasurement,subscribe-event-by-id
powersource,command-by-id
powersource,read-by-id
powersource,read
powersource,write-by-id
powersource,force-write
powersource,subscribe-by-id
powersource,subscribe
powersource,read-event-by-id
powersource,read-event
powersource,subscribe-event-by-id
powersource,subscribe-event
powersourceconfiguration,command-by-id
powersourceconfiguration,read-by-id
powersourceconfiguration,read
powersourceconfiguration,write-by-id
powersourceconfiguration,force-write
powersourceconfiguration,subscribe-by-id
powersourceconfiguration,subscribe
powersourceconfiguration,read-event-by-id
powersourceconfiguration,subscribe-event-by-id
powertopology,command-by-id
powertopology,read-by-id
powertopology,read
powertopology,write-by-id
powertopology,force-write
powertopology,subscribe-by-id
powertopology,subscribe
powertopology,read-event-by-id
powertopology,subscribe-event-by-id
pressuremeasurement,command-by-id
pressuremeasurement,read-by-id
pressuremeasurement,read
pressuremeasurement,write-by-id
pressuremeasurement,force-write
pressuremeasurement,subscribe-by-id
pressuremeasurement,subscribe
pressuremeasurement,read-event-by-id
pressuremeasurement,subscribe-event-by-id
proxyconfiguration,command-by-id
proxyconfiguration,read-by-id
proxyconfiguration,read
proxyconfiguration,write-by-id
proxyconfiguration,force-write
proxyconfiguration,subscribe-by-id
proxyconfiguration,subscribe
proxyconfiguration,read-event-by-id
proxyconfiguration,subscribe-event-by-id
proxydiscovery,command-by-id
proxydiscovery,read-by-id
proxydiscovery,read
proxydiscovery,write-by-id
proxydiscovery,force-write
proxydiscovery,subscribe-by-id
proxydiscovery,subscribe
proxydiscovery,read-event-by-id
proxydiscovery,subscribe-event-by-id
proxyvalid,command-by-id
proxyvalid,read-by-id
proxyvalid,read
proxyvalid,write-by-id
proxyvalid,force-write
proxyvalid,subscribe-by-id
proxyvalid,subscribe
proxyvalid,read-event-by-id
proxyvalid,subscribe-event-by-id
pulsewidthmodulation,command-by-id
pulsewidthmodulation,read-by-id
pulsewidthmodulation,read
pulsewidthmodulation,write-by-id
pulsewidthmodulation,force-write
pulsewidthmodulation,subscribe-by-id
pulsewidthmodulation,subscribe
pulsewidthmodulation,read-event-by-id
pulsewidthmodulation,subscribe-event-by-id
pumpconfigurationandcontrol,command-by-id
pumpconfigurationandcontrol,read-by-id
pumpconfigurationandcontrol,read
pumpconfigurationandcontrol,write-by-id
pumpconfigurationandcontrol,force-write
pumpconfigurationandcontrol,write
pumpconfigurationandcontrol,subscribe-by-id
pumpconfigurationandcontrol,subscribe
pumpconfigurationandcontrol,read-event-by-id
pumpconfigurationandcontrol,read-event
pumpconfigurationandcontrol,subscribe-event-by-id
pumpconfigurationandcontrol,subscribe-event
radonconcentrationmeasurement,command-by-id
radonconcentrationmeasurement,read-by-id
radonconcentrationmeasurement,read
radonconcentrationmeasurement,write-by-id
radonconcentrationmeasurement,force-write
radonconcentrationmeasurement,subscribe-by-id
radonconcentrationmeasurement,subscribe
radonconcentrationmeasurement,read-event-by-id
radonconcentrationmeasurement,subscribe-event-by-id
refrigeratoralarm,command-by-id
refrigeratoralarm,read-by-id
refrigeratoralarm,read
refrigeratoralarm,write-by-id
refrigeratoralarm,force-write
refrigeratoralarm,subscribe-by-id
refrigeratoralarm,subscribe
refrigeratoralarm,read-event-by-id
refrigeratoralarm,read-event
refrigeratoralarm,subscribe-event-by-id
refrigeratoralarm,subscribe-event
refrigeratorandtemperaturecontrolledcabinetmode,command-by-id
refrigeratorandtemperaturecontrolledcabinetmode,change-to-mode
refrigeratorandtemperaturecontrolledcabinetmode,read-by-id
refrigeratorandtemperaturecontrolledcabinetmode,read
refrigeratorandtemperaturecontrolledcabinetmode,write-by-id
refrigeratorandtemperaturecontrolledcabinetmode,force-write
refrigeratorandtemperaturecontrolledcabinetmode,write
refrigeratorandtemperaturecontrolledcabinetmode,subscribe-by-id
refrigeratorandtemperaturecontrolledcabinetmode,subscribe
refrigeratorandtemperaturecontrolledcabinetmode,read-event-by-id
refrigeratorandtemperaturecontrolledcabinetmode,subscribe-event-by-id
relativehumiditymeasurement,command-by-id
relativehumiditymeasurement,read-by-id
relativehumiditymeasurement,read
relativehumiditymeasurement,write-by-id
relativehumiditymeasurement,force-write
relativehumiditymeasurement,subscribe-by-id
relativehumiditymeasurement,subscribe
relativehumiditymeasurement,read-event-by-id
relativehumiditymeasurement,subscribe-event-by-id
rvccleanmode,command-by-id
rvccleanmode,change-to-mode
rvccleanmode,read-by-id
rvccleanmode,read
rvccleanmode,write-by-id
rvccleanmode,force-write
rvccleanmode,subscribe-by-id
rvccleanmode,subscribe
rvccleanmode,read-event-by-id
rvccleanmode,subscribe-event-by-id
rvcoperationalstate,command-by-id
rvcoperationalstate,pause
rvcoperationalstate,resume
rvcoperationalstate,go-home
rvcoperationalstate,read-by-id
rvcoperationalstate,read
rvcoperationalstate,write-by-id
rvcoperationalstate,force-write
rvcoperationalstate,subscribe-by-id
rvcoperationalstate,subscribe
rvcoperationalstate,read-event-by-id
rvcoperationalstate,read-event
rvcoperationalstate,subscribe-event-by-id
rvcoperationalstate,subscribe-event
rvcrunmode,command-by-id
rvcrunmode,change-to-mode
rvcrunmode,read-by-id
rvcrunmode,read
rvcrunmode,write-by-id
rvcrunmode,force-write
rvcrunmode,subscribe-by-id
rvcrunmode,subscribe
rvcrunmode,read-event-by-id
rvcrunmode,subscribe-event-by-id
samplemei,command-by-id
samplemei,ping
samplemei,add-arguments
samplemei,read-by-id
samplemei,read
samplemei,write-by-id
samplemei,write
samplemei,force-write
samplemei,subscribe-by-id
samplemei,subscribe
samplemei,read-event-by-id
samplemei,read-event
samplemei,subscribe-event-by-id
samplemei,subscribe-event
scenesmanagement,command-by-id
scenesmanagement,add-scene
scenesmanagement,view-scene
scenesmanagement,remove-scene
scenesmanagement,remove-all-scenes
scenesmanagement,store-scene
scenesmanagement,recall-scene
scenesmanagement,get-scene-membership
scenesmanagement,copy-scene
scenesmanagement,read-by-id
scenesmanagement,read
scenesmanagement,write-by-id
scenesmanagement,force-write
scenesmanagement,subscribe-by-id
scenesmanagement,subscribe
scenesmanagement,read-event-by-id
scenesmanagement,subscribe-event-by-id
smokecoalarm,command-by-id
smokecoalarm,self-test-request
smokecoalarm,read-by-id
smokecoalarm,read
smokecoalarm,write-by-id
smokecoalarm,force-write
smokecoalarm,write
smokecoalarm,subscribe-by-id
smokecoalarm,subscribe
smokecoalarm,read-event-by-id
smokecoalarm,read-event
smokecoalarm,subscribe-event-by-id
smokecoalarm,subscribe-event
softwarediagnostics,command-by-id
softwarediagnostics,reset-watermarks
softwarediagnostics,read-by-id
softwarediagnostics,read
softwarediagnostics,write-by-id
softwarediagnostics,force-write
softwarediagnostics,subscribe-by-id
softwarediagnostics,subscribe
softwarediagnostics,read-event-by-id
softwarediagnostics,read-event
softwarediagnostics,subscribe-event-by-id
softwarediagnostics,subscribe-event
switch,command-by-id
switch,read-by-id
switch,read
switch,write-by-id
switch,force-write
switch,subscribe-by-id
switch,subscribe
switch,read-event-by-id
switch,read-event
switch,subscribe-event-by-id
switch,subscribe-event
targetnavigator,command-by-id
targetnavigator,navigate-target
targetnavigator,read-by-id
targetnavigator,read
targetnavigator,write-by-id
targetnavigator,force-write
targetnavigator,subscribe-by-id
targetnavigator,subscribe
targetnavigator,read-event-by-id
targetnavigator,read-event
targetnavigator,subscribe-event-by-id
targetnavigator,subscribe-event
temperaturecontrol,command-by-id
temperaturecontrol,set-temperature
temperaturecontrol,read-by-id
temperaturecontrol,read
temperaturecontrol,write-by-id
temperaturecontrol,force-write
temperaturecontrol,subscribe-by-id
temperaturecontrol,subscribe
temperaturecontrol,read-event-by-id
temperaturecontrol,subscribe-event-by-id
temperaturemeasurement,command-by-id
temperaturemeasurement,read-by-id
temperaturemeasurement,read
temperaturemeasurement,write-by-id
temperaturemeasurement,force-write
temperaturemeasurement,subscribe-by-id
temperaturemeasurement,subscribe
temperaturemeasurement,read-event-by-id
temperaturemeasurement,subscribe-event-by-id
thermostat,command-by-id
thermostat,setpoint-raise-lower
thermostat,set-weekly-schedule
thermostat,get-weekly-schedule
thermostat,clear-weekly-schedule
thermostat,set-active-schedule-request
thermostat,set-active-preset-request
thermostat,start-presets-schedules-edit-request
thermostat,cancel-presets-schedules-edit-request
thermostat,commit-presets-schedules-request
thermostat,cancel-set-active-preset-request
thermostat,set-temperature-setpoint-hold-policy
thermostat,read-by-id
thermostat,read
thermostat,write-by-id
thermostat,force-write
thermostat,write
thermostat,subscribe-by-id
thermostat,subscribe
thermostat,read-event-by-id
thermostat,subscribe-event-by-id
thermostatuserinterfaceconfiguration,command-by-id
thermostatuserinterfaceconfiguration,read-by-id
thermostatuserinterfaceconfiguration,read
thermostatuserinterfaceconfiguration,write-by-id
thermostatuserinterfaceconfiguration,write
thermostatuserinterfaceconfiguration,force-write
thermostatuserinterfaceconfiguration,subscribe-by-id
thermostatuserinterfaceconfiguration,subscribe
thermostatuserinterfaceconfiguration,read-event-by-id
thermostatuserinterfaceconfiguration,subscribe-event-by-id
threadnetworkdiagnostics,command-by-id
threadnetworkdiagnostics,reset-counts
threadnetworkdiagnostics,read-by-id
threadnetworkdiagnostics,read
threadnetworkdiagnostics,write-by-id
threadnetworkdiagnostics,force-write
threadnetworkdiagnostics,subscribe-by-id
threadnetworkdiagnostics,subscribe
threadnetworkdiagnostics,read-event-by-id
threadnetworkdiagnostics,read-event
threadnetworkdiagnostics,subscribe-event-by-id
threadnetworkdiagnostics,subscribe-event
timeformatlocalization,command-by-id
timeformatlocalization,read-by-id
timeformatlocalization,read
timeformatlocalization,write-by-id
timeformatlocalization,write
timeformatlocalization,force-write
timeformatlocalization,subscribe-by-id
timeformatlocalization,subscribe
timeformatlocalization,read-event-by-id
timeformatlocalization,subscribe-event-by-id
timesynchronization,command-by-id
timesynchronization,set-utctime
timesynchronization,set-trusted-time-source
timesynchronization,set-time-zone
timesynchronization,set-dstoffset
timesynchronization,set-default-ntp
timesynchronization,read-by-id
timesynchronization,read
timesynchronization,write-by-id
timesynchronization,force-write
timesynchronization,subscribe-by-id
timesynchronization,subscribe
timesynchronization,read-event-by-id
timesynchronization,read-event
timesynchronization,subscribe-event-by-id
timesynchronization,subscribe-event
timer,command-by-id
timer,set-timer
timer,reset-timer
timer,add-time
timer,reduce-time
timer,read-by-id
timer,read
timer,write-by-id
timer,force-write
timer,subscribe-by-id
timer,subscribe
timer,read-event-by-id
timer,subscribe-event-by-id
totalvolatileorganiccompoundsconcentrationmeasurement,command-by-id
totalvolatileorganiccompoundsconcentrationmeasurement,read-by-id
totalvolatileorganiccompoundsconcentrationmeasurement,read
totalvolatileorganiccompoundsconcentrationmeasurement,write-by-id
totalvolatileorganiccompoundsconcentrationmeasurement,force-write
totalvolatileorganiccompoundsconcentrationmeasurement,subscribe-by-id
totalvolatileorganiccompoundsconcentrationmeasurement,subscribe
totalvolatileorganiccompoundsconcentrationmeasurement,read-event-by-id
totalvolatileorganiccompoundsconcentrationmeasurement,subscribe-event-by-id
unitlocalization,command-by-id
unitlocalization,read-by-id
unitlocalization,read
unitlocalization,write-by-id
unitlocalization,write
unitlocalization,force-write
unitlocalization,subscribe-by-id
unitlocalization,subscribe
unitlocalization,read-event-by-id
unitlocalization,subscribe-event-by-id
unittesting,command-by-id
unittesting,test
unittesting,test-not-handled
unittesting,test-specific
unittesting,test-unknown-command
unittesting,test-add-arguments
unittesting,test-simple-argument-request
unittesting,test-struct-array-argument-request
unittesting,test-struct-argument-request
unittesting,test-nested-struct-argument-request
unittesting,test-list-struct-argument-request
unittesting,test-list-int8uargument-request
unittesting,test-nested-struct-list-argument-request
unittesting,test-list-nested-struct-list-argument-request
unittesting,test-list-int8ureverse-request
unittesting,test-enums-request
unittesting,test-nullable-optional-request
unittesting,test-complex-nullable-optional-request
unittesting,simple-struct-echo-request
unittesting,timed-invoke-request
unittesting,test-simple-optional-argument-request
unittesting,test-emit-test-event-request
unittesting,test-emit-test-fabric-scoped-event-request
unittesting,test-batch-helper-request
unittesting,test-second-batch-helper-request
unittesting,test-different-vendor-mei-request
unittesting,read-by-id
unittesting,read
unittesting,write-by-id
unittesting,write
unittesting,force-write
unittesting,subscribe-by-id
unittesting,subscribe
unittesting,read-event-by-id
unittesting,read-event
unittesting,subscribe-event-by-id
unittesting,subscribe-event
userlabel,command-by-id
userlabel,read-by-id
userlabel,read
userlabel,write-by-id
userlabel,write
userlabel,force-write
userlabel,subscribe-by-id
userlabel,subscribe
userlabel,read-event-by-id
userlabel,subscribe-event-by-id
valveconfigurationandcontrol,command-by-id
valveconfigurationandcontrol,open
valveconfigurationandcontrol,close
valveconfigurationandcontrol,read-by-id
valveconfigurationandcontrol,read
valveconfigurationandcontrol,write-by-id
valveconfigurationandcontrol,force-write
valveconfigurationandcontrol,write
valveconfigurationandcontrol,subscribe-by-id
valveconfigurationandcontrol,subscribe
valveconfigurationandcontrol,read-event-by-id
valveconfigurationandcontrol,read-event
valveconfigurationandcontrol,subscribe-event-by-id
valveconfigurationandcontrol,subscribe-event
wakeonlan,command-by-id
wakeonlan,read-by-id
wakeonlan,read
wakeonlan,write-by-id
wakeonlan,force-write
wakeonlan,subscribe-by-id
wakeonlan,subscribe
wakeonlan,read-event-by-id
wakeonlan,subscribe-event-by-id
wifinetworkdiagnostics,command-by-id
wifinetworkdiagnostics,reset-counts
wifinetworkdiagnostics,read-by-id
wifinetworkdiagnostics,read
wifinetworkdiagnostics,write-by-id
wifinetworkdiagnostics,force-write
wifinetworkdiagnostics,subscribe-by-id
wifinetworkdiagnostics,subscribe
wifinetworkdiagnostics,read-event-by-id
wifinetworkdiagnostics,read-event
wifinetworkdiagnostics,subscribe-event-by-id
wifinetworkdiagnostics,subscribe-event
windowcovering,command-by-id
windowcovering,up-or-open
windowcovering,down-or-close
windowcovering,stop-motion
windowcovering,go-to-lift-value
windowcovering,go-to-lift-percentage
windowcovering,go-to-tilt-value
windowcovering,go-to-tilt-percentage
windowcovering,read-by-id
windowcovering,read
windowcovering,write-by-id
windowcovering,force-write
windowcovering,write
windowcovering,subscribe-by-id
windowcovering,subscribe
windowcovering,read-event-by-id
windowcovering,subscribe-event-by-id
any,command-by-id
any,read-by-id
any,write-by-id
any,subscribe-by-id
any,read-event-by-id
any,subscribe-event-by-id
any,read-none
any,read-all
any,subscribe-none
any,subscribe-all
delay,sleep
delay,wait-for-commissionee
discover,resolve
discover,find-commissionable-by-short-discriminator
discover,find-commissionable-by-long-discriminator
discover,find-commissionable-by-vendor-id
discover,find-commissionable-by-device-type
groupsettings,add-group
groupsettings,remove-group
groupsettings,bind-keyset
groupsettings,unbind-keyset
groupsettings,add-keysets
groupsettings,remove-keyset
pairing,unpair
pairing,code
pairing,code-paseonly
pairing,code-wifi
pairing,code-thread
pairing,ble-wifi
pairing,ble-thread
pairing,softap
pairing,already-discovered
pairing,already-discovered-by-index
pairing,already-discovered-by-index-with-wifi
pairing,already-discovered-by-index-with-code
pairing,onnetwork
pairing,onnetwork-short
pairing,onnetwork-long
pairing,onnetwork-vendor
pairing,onnetwork-commissioning-mode
pairing,onnetwork-commissioner
pairing,onnetwork-device-type
pairing,onnetwork-instance-name
pairing,open-commissioning-window
pairing,issue-noc-chain
payload,parse-setup-payload
payload,parse-additional-data-payload
payload,verhoeff-verify
payload,verhoeff-generate
sessionmanagement,send-close-session
sessionmanagement,expire-case-sessions
subscriptions,shutdown-one
subscriptions,shutdown-all-for-node
interactive,start
interactive,server
storage,clear-all
